ORDERDATE;SALES;CURRENCY;PRODUCT;CUSTOMERNAME;COUNTRY
2019-03-12;2144,25;GBP;Product D;Customer 5;United Kingdom
2019-05-18;3124,68;AUD;Product D;Customer 64;Australia
2019-09-12;1311,28;GBP;Product D;Customer 57;United Kingdom
2019-09-15;21381,5;DKK;Product F;Customer 87;Denmark
2019-01-06;2609,25;SGD;Product F;Customer 20;Signapore
2019-08-04;409957,45;JPY;Product F;Customer 92;Japan
2019-01-07;3187,63;CHF;Product F;Customer 51;Switzerland
2019-02-03;21763,5;DKK;Product F;Customer 17;Denmark
2019-11-08;357821,28;JPY;Product F;Customer 38;Japan
2019-04-06;23932,29;CNY;Product F;Customer 52;China
2019-05-16;20448;CNY;Product F;Customer 53;China
2019-07-12;25225,25;DKK;Product F;Customer 54;Denmark
2019-11-05;3913,78;SGD;Product F;Customer 55;Signapore
2019-01-05;4636,38;USD;Product F;Customer 56;United States
2019-03-11;2157,75;SGD;Product F;Customer 1;Signapore
2019-06-23;2697,6;USD;Product F;Customer 24;United States
2019-03-03;4505,46;CAD;Product F;Customer 57;Canada
2019-09-16;2782,78;CAD;Product F;Customer 58;Canada
2019-03-11;2849,49;AUD;Product F;Customer 90;Australia
2019-06-11;2229,86;EUR;Product F;Customer 30;Germany
2019-09-20;2759,75;SGD;Product F;Customer 60;Signapore
2019-04-22;121968,09;JPY;Product F;Customer 49;Japan
2019-12-16;14451,5;DKK;Product F;Customer 91;Denmark
2019-05-02;2586,77;CHF;Product F;Customer 24;Switzerland
2019-04-01;1645,07;EUR;Product F;Customer 61;Germany
2019-12-05;3186,45;CHF;Product F;Customer 24;Switzerland
2019-05-24;2734,16;CAD;Product F;Customer 2;Canada
2019-07-03;3034,05;CAD;Product F;Customer 62;Canada
2019-08-26;2563,09;GBP;Product F;Customer 59;United Kingdom
2019-11-12;3576,76;AUD;Product D;Customer 18;Australia
2019-01-02;512569,15;JPY;Product D;Customer 9;Japan
2019-09-23;3948,24;CAD;Product D;Customer 26;Canada
2019-07-17;1667,78;CHF;Product D;Customer 21;Switzerland
2019-03-26;3894,94;SGD;Product D;Customer 27;Signapore
2019-01-29;6806,67;SGD;Product D;Customer 28;Signapore
2019-12-26;2759,31;USD;Product D;Customer 87;United States
2019-10-02;15551,25;DKK;Product D;Customer 30;Denmark
2019-08-02;3901,25;AUD;Product D;Customer 88;Australia
2019-12-21;3087,41;EUR;Product D;Customer 32;Germany
2019-02-02;33032,13;DKK;Product D;Customer 33;Denmark
2019-01-19;4299,36;CAD;Product D;Customer 34;Canada
2019-03-04;4514,2;CAD;Product D;Customer 24;Canada
2019-10-01;22416,71;CNY;Product D;Customer 62;China
2019-10-09;3759,91;GBP;Product D;Customer 21;United Kingdom
2019-01-05;2367,27;GBP;Product D;Customer 37;United Kingdom
2019-01-13;2866,26;USD;Product D;Customer 38;United States
2019-07-07;3017,05;CAD;Product D;Customer 39;Canada
2019-10-14;6190,31;SGD;Product D;Customer 40;Signapore
2019-04-13;240204,26;JPY;Product D;Customer 41;Japan
2019-03-04;1372,41;EUR;Product D;Customer 78;Germany
2019-07-21;4581,67;CHF;Product D;Customer 11;Switzerland
2019-01-12;7268,68;AUD;Product D;Customer 40;Australia
2019-01-10;2786,79;AUD;Product D;Customer 42;Australia
2019-07-28;3970,56;CHF;Product D;Customer 5;Switzerland
2019-05-23;15754,25;DKK;Product D;Customer 64;Denmark
2019-04-03;1535,53;EUR;Product D;Customer 57;Germany
2019-02-03;2413,42;GBP;Product D;Customer 49;United Kingdom
2019-01-01;4932,42;SGD;Product D;Customer 27;Signapore
2019-10-03;7491,92;CAD;Product D;Customer 24;Canada
2019-11-11;37714,56;DKK;Product D;Customer 40;Denmark
2019-02-19;4921,04;CAD;Product D;Customer 24;Canada
2019-02-09;49505,29;CNY;Product D;Customer 22;China
2019-05-01;2894,2;GBP;Product D;Customer 77;United Kingdom
2019-03-15;3442,04;USD;Product D;Customer 51;United States
2019-03-23;43086,31;DKK;Product D;Customer 35;Denmark
2019-11-14;16390,5;DKK;Product D;Customer 31;Denmark
2019-03-07;4090,17;CHF;Product D;Customer 57;Switzerland
2019-06-03;25757,29;CNY;Product D;Customer 60;China
2019-08-08;3278,07;EUR;Product D;Customer 1;Germany
2019-01-15;5026,4;USD;Product D;Customer 57;United States
2019-12-08;9299,35;SGD;Product D;Customer 40;Signapore
2019-02-21;2819,28;USD;Product D;Customer 37;United States
2019-12-26;3480,59;CHF;Product D;Customer 78;Switzerland
2019-11-21;2731,8;USD;Product D;Customer 79;United States
2019-11-07;1430,07;EUR;Product D;Customer 18;Germany
2019-09-17;8138,37;AUD;Product D;Customer 63;Australia
2019-07-26;37079,43;CNY;Product D;Customer 24;China
2019-04-17;3576,74;CHF;Product D;Customer 36;Switzerland
2019-12-07;2079,55;AUD;Product D;Customer 24;Australia
2019-04-23;4546,32;EUR;Product D;Customer 40;Germany
2019-11-21;30450,19;DKK;Product D;Customer 59;Denmark
2019-09-02;32549,93;CNY;Product B;Customer 24;China
2019-10-30;11468,06;SGD;Product B;Customer 46;Signapore
2019-07-02;8209,44;USD;Product B;Customer 63;United States
2019-11-22;4862,84;CAD;Product B;Customer 68;Canada
2019-05-05;3553;CHF;Product B;Customer 75;Switzerland
2019-02-08;6560,32;GBP;Product B;Customer 52;United Kingdom
2019-05-09;514521,28;JPY;Product B;Customer 74;Japan
2019-03-20;5017,48;CHF;Product B;Customer 43;Switzerland
2019-10-04;3457,42;CHF;Product B;Customer 61;Switzerland
2019-06-20;5550,56;SGD;Product B;Customer 55;Signapore
2019-08-05;6893,46;GBP;Product B;Customer 27;United Kingdom
2019-06-18;583132,98;JPY;Product B;Customer 44;Japan
2019-12-26;6138,74;SGD;Product B;Customer 50;Signapore
2019-06-20;4980,12;GBP;Product B;Customer 8;United Kingdom
2019-03-25;31498;CNY;Product B;Customer 82;China
2019-11-10;3085,4;GBP;Product B;Customer 41;United Kingdom
2019-06-12;10297,97;CAD;Product B;Customer 48;Canada
2019-03-15;6528,38;GBP;Product B;Customer 24;United Kingdom
2019-12-04;5468,4;SGD;Product B;Customer 65;Signapore
2019-10-03;34715;DKK;Product B;Customer 24;Denmark
2019-01-13;45770,43;CNY;Product B;Customer 70;China
2019-07-05;4172,52;USD;Product B;Customer 40;United States
2019-01-19;5577,46;GBP;Product B;Customer 61;United Kingdom
2019-07-07;9638,76;CAD;Product B;Customer 24;Canada
2019-08-28;6271,85;CHF;Product B;Customer 23;Switzerland
2019-04-24;389115,96;JPY;Product B;Customer 66;Japan
2019-02-12;6684,1;SGD;Product B;Customer 71;Signapore
2019-02-04;3928,6;USD;Product B;Customer 40;United States
2019-05-28;8650,3;CAD;Product B;Customer 85;Canada
2019-05-23;29937,5;CNY;Product B;Customer 19;China
2019-07-16;7908,81;CAD;Product B;Customer 70;Canada
2019-11-11;2634,14;CHF;Product B;Customer 1;Switzerland
2019-10-04;5650,23;AUD;Product B;Customer 86;Australia
2019-09-06;10355,38;SGD;Product B;Customer 16;Signapore
2019-10-11;12592,9;AUD;Product B;Customer 69;Australia
2019-07-02;486409,57;JPY;Product B;Customer 32;Japan
2019-08-06;7702,82;CAD;Product B;Customer 22;Canada
2019-12-17;4444,35;AUD;Product B;Customer 12;Australia
2019-03-18;3284,01;GBP;Product B;Customer 46;United Kingdom
2019-08-06;3998,33;SGD;Product B;Customer 25;Signapore
2019-04-16;5029,5;USD;Product B;Customer 11;United States
2019-12-02;10273,33;SGD;Product B;Customer 75;Signapore
2019-05-30;2355,65;GBP;Product B;Customer 24;United Kingdom
2019-01-09;5410,1;EUR;Product B;Customer 91;Germany
2019-02-23;9593,44;DKK;Product B;Customer 43;Denmark
2019-07-23;5720,1;GBP;Product B;Customer 17;United Kingdom
2019-04-06;6360,23;CHF;Product B;Customer 24;Switzerland
2019-06-18;20956,38;DKK;Product B;Customer 24;Denmark
2019-05-21;11674,72;AUD;Product B;Customer 84;Australia
2019-01-13;84912,86;CNY;Product B;Customer 24;China
2019-04-17;8009,32;CAD;Product B;Customer 20;Canada
2019-08-23;3269,97;EUR;Product B;Customer 15;Germany
2019-07-19;3732,84;EUR;Product G;Customer 49;Germany
2019-04-14;214021,28;JPY;Product G;Customer 27;Japan
2019-04-22;4169,98;EUR;Product G;Customer 24;Germany
2019-07-19;15370,14;CNY;Product G;Customer 40;China
2019-09-10;16084,13;DKK;Product G;Customer 24;Denmark
2019-11-08;7222,3;CAD;Product G;Customer 27;Canada
2019-02-01;3070,52;USD;Product G;Customer 77;United States
2019-06-24;5490,04;SGD;Product G;Customer 51;Signapore
2019-09-02;379228,72;JPY;Product G;Customer 35;Japan
2019-04-10;597293,62;JPY;Product G;Customer 31;Japan
2019-02-25;197384,04;JPY;Product G;Customer 57;Japan
2019-03-11;489191,49;JPY;Product G;Customer 60;Japan
2019-06-13;7058,92;SGD;Product G;Customer 1;Signapore
2019-08-30;34066,19;DKK;Product G;Customer 57;Denmark
2019-06-06;5798,5;SGD;Product G;Customer 40;Signapore
2019-04-12;17273,14;CNY;Product G;Customer 37;China
2019-06-24;5097,78;SGD;Product G;Customer 78;Signapore
2019-12-24;264010,64;JPY;Product G;Customer 79;Japan
2019-05-06;2998,17;GBP;Product G;Customer 25;United Kingdom
2019-06-07;3141,42;AUD;Product G;Customer 63;Australia
2019-04-11;23841,5;DKK;Product G;Customer 24;Denmark
2019-02-10;2861,82;CAD;Product G;Customer 36;Canada
2019-10-25;4639,56;SGD;Product G;Customer 24;Signapore
2019-09-24;2991,67;SGD;Product G;Customer 40;Signapore
2019-12-10;617923,4;JPY;Product G;Customer 59;Japan
2019-03-16;1777,1;USD;Product B;Customer 67;United States
2019-03-11;1209,9;GBP;Product B;Customer 68;United Kingdom
2019-06-25;4302;SGD;Product B;Customer 42;Signapore
2019-12-28;12181,5;CNY;Product B;Customer 5;China
2019-01-12;3059,89;CAD;Product B;Customer 43;Canada
2019-06-10;17747,14;CNY;Product B;Customer 8;China
2019-10-12;2944,55;EUR;Product B;Customer 69;Germany
2019-07-22;2839,32;USD;Product B;Customer 24;United States
2019-11-05;19500;CNY;Product B;Customer 10;China
2019-10-29;25289,5;CNY;Product B;Customer 70;China
2019-02-04;18749,81;DKK;Product B;Customer 49;Denmark
2019-09-26;9548,75;DKK;Product B;Customer 10;Denmark
2019-08-21;5280,81;CAD;Product B;Customer 88;Canada
2019-08-28;2658,48;USD;Product B;Customer 72;United States
2019-03-15;4111,73;CAD;Product B;Customer 70;Canada
2019-08-24;3575,19;CHF;Product B;Customer 73;Switzerland
2019-09-12;3057,85;AUD;Product B;Customer 69;Australia
2019-04-04;4793,07;AUD;Product B;Customer 80;Australia
2019-07-11;238914,89;JPY;Product B;Customer 1;Japan
2019-11-19;1544,91;CHF;Product B;Customer 11;Switzerland
2019-07-14;2391,21;EUR;Product B;Customer 74;Germany
2019-01-27;17600;CNY;Product B;Customer 24;China
2019-11-05;34322,5;DKK;Product B;Customer 40;Denmark
2019-01-14;4436,87;CHF;Product D;Customer 18;Switzerland
2019-06-07;3290,43;GBP;Product D;Customer 9;United Kingdom
2019-11-26;4228,27;CAD;Product D;Customer 26;Canada
2019-04-26;2437,32;GBP;Product D;Customer 21;United Kingdom
2019-09-24;421117,02;JPY;Product D;Customer 83;Japan
2019-08-28;6745,19;CAD;Product D;Customer 28;Canada
2019-11-24;3732,38;CAD;Product D;Customer 87;Canada
2019-11-26;2637,25;CHF;Product D;Customer 40;Switzerland
2019-03-09;18141,71;CNY;Product D;Customer 88;China
2019-06-12;2107,24;EUR;Product D;Customer 32;Germany
2019-08-11;4218,44;CHF;Product D;Customer 33;Switzerland
2019-04-02;22918,5;DKK;Product D;Customer 31;Denmark
2019-03-24;21684,86;CNY;Product D;Customer 24;China
2019-01-28;3224,36;SGD;Product D;Customer 62;Signapore
2019-08-20;4893,61;AUD;Product D;Customer 37;Australia
2019-03-18;17871,29;CNY;Product D;Customer 92;China
2019-07-27;5575,3;AUD;Product D;Customer 39;Australia
2019-10-27;3048,23;EUR;Product D;Customer 40;Germany
2019-11-01;2596,47;EUR;Product D;Customer 73;Germany
2019-08-12;80976,43;CNY;Product D;Customer 9;China
2019-12-21;282653,19;JPY;Product D;Customer 11;Japan
2019-02-28;2411,34;CHF;Product D;Customer 40;Switzerland
2019-05-05;2589,45;GBP;Product D;Customer 42;United Kingdom
2019-04-15;7035,83;GBP;Product D;Customer 40;United Kingdom
2019-08-14;5684,45;AUD;Product D;Customer 64;Australia
2019-06-30;1736,19;CHF;Product D;Customer 57;Switzerland
2019-04-26;28925,43;CNY;Product B;Customer 67;China
2019-10-11;17638,5;CNY;Product B;Customer 68;China
2019-02-15;577946,81;JPY;Product B;Customer 40;Japan
2019-02-09;3797,6;EUR;Product B;Customer 42;Germany
2019-11-26;5052,78;SGD;Product B;Customer 5;Signapore
2019-06-13;3831,83;EUR;Product B;Customer 43;Germany
2019-01-22;3143,96;CHF;Product B;Customer 8;Switzerland
2019-06-20;3161,65;CHF;Product B;Customer 69;Switzerland
2019-06-23;6928,43;CAD;Product B;Customer 24;Canada
2019-09-30;398434,04;JPY;Product B;Customer 10;Japan
2019-08-22;6167,68;CAD;Product B;Customer 70;Canada
2019-06-13;40964;DKK;Product B;Customer 49;Denmark
2019-10-16;42186,44;DKK;Product B;Customer 10;Denmark
2019-03-21;11869,04;AUD;Product B;Customer 88;Australia
2019-06-23;28032,86;CNY;Product B;Customer 72;China
2019-09-11;719319,15;JPY;Product B;Customer 70;Japan
2019-08-09;23665,56;DKK;Product B;Customer 73;Denmark
2019-06-13;5401,83;EUR;Product B;Customer 69;Germany
2019-04-06;3009,48;EUR;Product B;Customer 25;Germany
2019-04-16;468640,43;JPY;Product B;Customer 67;Japan
2019-07-02;6063,24;CHF;Product B;Customer 11;Switzerland
2019-09-04;22699,36;CNY;Product B;Customer 24;China
2019-03-15;3571,24;EUR;Product B;Customer 74;Germany
2019-07-09;4149,07;USD;Product B;Customer 24;United States
2019-10-01;10273,61;SGD;Product B;Customer 40;Signapore
2019-06-10;44582,86;CNY;Product B;Customer 46;China
2019-07-26;4936,93;CHF;Product B;Customer 47;Switzerland
2019-01-02;4417,5;EUR;Product B;Customer 2;Germany
2019-04-20;25996;CNY;Product B;Customer 43;China
2019-10-24;7808,45;AUD;Product B;Customer 79;Australia
2019-03-09;39236,57;CNY;Product B;Customer 14;China
2019-11-25;7817,92;CAD;Product B;Customer 8;Canada
2019-08-21;4205,2;GBP;Product B;Customer 41;United Kingdom
2019-07-29;4516,38;GBP;Product B;Customer 75;United Kingdom
2019-04-21;5886,67;CHF;Product B;Customer 24;Switzerland
2019-09-30;10343,52;AUD;Product B;Customer 56;Australia
2019-12-04;8053;CAD;Product B;Customer 45;Canada
2019-03-13;3172,74;GBP;Product B;Customer 23;United Kingdom
2019-03-15;4662,17;CHF;Product B;Customer 71;Switzerland
2019-05-10;3241,57;GBP;Product B;Customer 85;United Kingdom
2019-10-22;26940,94;DKK;Product B;Customer 70;Denmark
2019-09-27;5076,14;GBP;Product B;Customer 86;United Kingdom
2019-06-07;22604;DKK;Product B;Customer 24;Denmark
2019-08-24;4232,76;USD;Product B;Customer 22;United States
2019-08-09;2386,03;CAD;Product B;Customer 46;Canada
2019-10-07;2940,72;GBP;Product B;Customer 2;United Kingdom
2019-11-22;511529,79;JPY;Product B;Customer 4;Japan
2019-09-22;2098,67;CHF;Product B;Customer 24;Switzerland
2019-09-24;1113712,77;JPY;Product B;Customer 49;Japan
2019-02-27;5589,14;USD;Product B;Customer 20;United States
2019-03-10;4047,38;SGD;Product A;Customer 67;Signapore
2019-04-11;12435;CNY;Product A;Customer 68;China
2019-11-04;241085,11;JPY;Product A;Customer 40;Japan
2019-08-25;2921,83;CHF;Product A;Customer 89;Switzerland
2019-06-22;1170,57;EUR;Product A;Customer 5;Germany
2019-08-08;2240,36;EUR;Product A;Customer 43;Germany
2019-03-09;911,69;EUR;Product A;Customer 7;Germany
2019-09-17;2696,4;EUR;Product A;Customer 69;Germany
2019-03-24;3504,42;AUD;Product A;Customer 10;Australia
2019-10-14;13879,5;DKK;Product A;Customer 7;Denmark
2019-10-10;9698;CNY;Product A;Customer 12;China
2019-07-23;1412,1;EUR;Product A;Customer 10;Germany
2019-09-08;2263,86;EUR;Product A;Customer 59;Germany
2019-04-12;176795,74;JPY;Product A;Customer 72;Japan
2019-05-19;2937,3;CAD;Product A;Customer 63;Canada
2019-10-06;2182,05;USD;Product A;Customer 17;United States
2019-11-23;2430,93;EUR;Product A;Customer 69;Germany
2019-09-16;2240,21;EUR;Product A;Customer 80;Germany
2019-06-10;2804,54;SGD;Product A;Customer 67;Signapore
2019-09-02;2048,87;AUD;Product A;Customer 11;Australia
2019-09-26;1657,57;USD;Product A;Customer 24;United States
2019-04-08;303387,23;JPY;Product A;Customer 74;Japan
2019-04-28;3973,83;EUR;Product A;Customer 24;Germany
2019-04-06;7055,5;SGD;Product A;Customer 40;Signapore
2019-09-05;1480,25;GBP;Product A;Customer 23;United Kingdom
2019-01-18;6631,75;SGD;Product D;Customer 87;Signapore
2019-09-09;285855,32;JPY;Product D;Customer 20;Japan
2019-11-30;364228,72;JPY;Product D;Customer 92;Japan
2019-10-01;367634,04;JPY;Product D;Customer 51;Japan
2019-11-29;3123,25;EUR;Product D;Customer 17;Germany
2019-11-07;3599,58;USD;Product D;Customer 38;United States
2019-02-09;573038,3;JPY;Product D;Customer 52;Japan
2019-07-06;3873,06;GBP;Product D;Customer 53;United Kingdom
2019-10-04;3430,81;CAD;Product D;Customer 54;Canada
2019-08-08;2498,6;USD;Product D;Customer 55;United States
2019-11-15;5359,38;SGD;Product D;Customer 56;Signapore
2019-09-24;7888,03;AUD;Product D;Customer 34;Australia
2019-12-16;5699,25;SGD;Product D;Customer 24;Signapore
2019-07-02;3375,98;GBP;Product D;Customer 57;United Kingdom
2019-06-01;616546,81;JPY;Product D;Customer 58;Japan
2019-11-01;2518,11;CAD;Product D;Customer 90;Canada
2019-01-15;5868,85;AUD;Product D;Customer 30;Australia
2019-01-26;3212,65;GBP;Product D;Customer 60;United Kingdom
2019-04-15;5299,28;SGD;Product D;Customer 87;Signapore
2019-10-15;34540,31;DKK;Product D;Customer 91;Denmark
2019-08-12;4686,94;SGD;Product D;Customer 50;Signapore
2019-07-15;4087,16;CAD;Product D;Customer 61;Canada
2019-10-29;1266,1;USD;Product D;Customer 24;United States
2019-04-06;34370,36;CNY;Product D;Customer 2;China
2019-05-17;10149,19;SGD;Product D;Customer 62;Signapore
2019-01-28;6209,25;USD;Product D;Customer 88;United States
2019-08-07;7533,1;AUD;Product B;Customer 24;Australia
2019-05-22;295806,38;JPY;Product B;Customer 27;Japan
2019-12-30;4658,11;CAD;Product B;Customer 75;Canada
2019-09-23;2985,45;GBP;Product B;Customer 40;United Kingdom
2019-09-04;6371,97;AUD;Product B;Customer 29;Australia
2019-09-14;3337,6;USD;Product B;Customer 27;United States
2019-02-23;7791,72;AUD;Product B;Customer 71;Australia
2019-03-14;4013,31;GBP;Product B;Customer 51;United Kingdom
2019-05-26;6301,5;SGD;Product B;Customer 35;Signapore
2019-03-27;5691,48;CHF;Product B;Customer 65;Switzerland
2019-01-07;11630,99;AUD;Product B;Customer 76;Australia
2019-07-12;6239,9;EUR;Product B;Customer 73;Germany
2019-11-11;9515,49;AUD;Product B;Customer 74;Australia
2019-08-01;397234,04;JPY;Product B;Customer 19;Japan
2019-11-26;6584,23;AUD;Product B;Customer 40;Australia
2019-07-02;10057,41;AUD;Product B;Customer 1;Australia
2019-12-15;5000,9;SGD;Product B;Customer 78;Signapore
2019-02-22;3895,13;CHF;Product B;Customer 79;Switzerland
2019-09-18;4235,99;GBP;Product B;Customer 12;United Kingdom
2019-02-25;604187,23;JPY;Product B;Customer 28;Japan
2019-09-24;6189,92;AUD;Product B;Customer 75;Australia
2019-06-06;3416,55;CAD;Product B;Customer 24;Canada
2019-04-04;50225,14;CNY;Product B;Customer 36;China
2019-06-15;7522,39;AUD;Product B;Customer 24;Australia
2019-05-23;39853,63;DKK;Product B;Customer 24;Denmark
2019-09-09;6385,88;CHF;Product B;Customer 14;Switzerland
2019-06-07;1903,22;USD;Product D;Customer 41;United States
2019-01-21;3377,78;CAD;Product D;Customer 78;Canada
2019-05-03;4339,77;AUD;Product D;Customer 85;Australia
2019-04-25;22488,88;DKK;Product D;Customer 43;Denmark
2019-12-21;5509,99;AUD;Product D;Customer 5;Australia
2019-01-29;1247,76;GBP;Product D;Customer 87;United Kingdom
2019-01-14;5476;SGD;Product D;Customer 40;Signapore
2019-06-25;2167,78;CHF;Product D;Customer 88;Switzerland
2019-10-02;1954,42;GBP;Product D;Customer 75;United Kingdom
2019-05-26;25728,71;CNY;Product D;Customer 53;China
2019-11-18;2808,61;GBP;Product D;Customer 31;United Kingdom
2019-09-29;5335,18;AUD;Product D;Customer 84;Australia
2019-08-28;394047,87;JPY;Product D;Customer 37;Japan
2019-06-28;2834,65;USD;Product D;Customer 66;United States
2019-01-16;2924,36;EUR;Product D;Customer 23;Germany
2019-04-17;3358,31;USD;Product D;Customer 24;United States
2019-12-04;6301,72;EUR;Product D;Customer 78;Germany
2019-01-21;15736,5;CNY;Product D;Customer 68;China
2019-08-15;2324,97;EUR;Product D;Customer 4;Germany
2019-06-24;466,5;EUR;Product D;Customer 62;Germany
2019-09-29;43819,29;CNY;Product D;Customer 21;China
2019-07-21;2663,39;GBP;Product D;Customer 49;United Kingdom
2019-02-13;2240,66;USD;Product D;Customer 27;United States
2019-09-14;5355,24;CAD;Product D;Customer 24;Canada
2019-10-15;1685,28;USD;Product D;Customer 40;United States
2019-09-30;2583,61;AUD;Product D;Customer 24;Australia
2019-10-28;1652,57;EUR;Product D;Customer 22;Germany
2019-02-12;2250,86;EUR;Product D;Customer 77;Germany
2019-10-08;386200;JPY;Product D;Customer 51;Japan
2019-08-08;36360,71;CNY;Product D;Customer 54;China
2019-08-14;3404,87;EUR;Product D;Customer 31;Germany
2019-03-23;4917,85;AUD;Product D;Customer 57;Australia
2019-07-19;2059,19;USD;Product D;Customer 60;United States
2019-08-01;2496,19;GBP;Product D;Customer 1;United Kingdom
2019-03-12;190489,36;JPY;Product D;Customer 44;Japan
2019-12-21;1847,22;GBP;Product D;Customer 57;United Kingdom
2019-10-28;3315,63;CHF;Product D;Customer 58;Switzerland
2019-04-02;30912,88;DKK;Product D;Customer 37;Denmark
2019-07-05;3525,6;USD;Product D;Customer 78;United States
2019-10-09;25729,71;CNY;Product D;Customer 15;China
2019-08-20;457500;JPY;Product D;Customer 25;Japan
2019-11-13;3877,75;EUR;Product D;Customer 28;Germany
2019-01-21;3023,1;USD;Product D;Customer 24;United States
2019-07-24;5017,59;AUD;Product D;Customer 36;Australia
2019-04-29;1414;EUR;Product D;Customer 24;Germany
2019-03-09;29621,25;DKK;Product D;Customer 40;Denmark
2019-11-28;1700,96;AUD;Product D;Customer 59;Australia
2019-11-26;4228,2;USD;Product C;Customer 18;United States
2019-11-25;30096,56;DKK;Product C;Customer 63;Denmark
2019-04-11;9837,5;SGD;Product C;Customer 26;Signapore
2019-04-17;6217,84;CAD;Product C;Customer 6;Canada
2019-10-21;5987,98;CHF;Product C;Customer 27;Switzerland
2019-05-05;6961,88;SGD;Product C;Customer 64;Signapore
2019-09-09;6921,07;CAD;Product C;Customer 50;Canada
2019-08-20;3298,7;CAD;Product C;Customer 30;Canada
2019-08-06;4262,08;USD;Product C;Customer 31;United States
2019-04-11;6164,83;CHF;Product C;Customer 65;Switzerland
2019-07-13;3550,46;GBP;Product C;Customer 66;United Kingdom
2019-09-13;4065,72;EUR;Product C;Customer 40;Germany
2019-06-13;254278,72;JPY;Product C;Customer 35;Japan
2019-11-14;4666,62;USD;Product C;Customer 66;United States
2019-03-28;7274,43;CAD;Product C;Customer 21;Canada
2019-12-29;3354,39;CAD;Product C;Customer 19;Canada
2019-05-05;33054;DKK;Product C;Customer 38;Denmark
2019-09-19;232380,85;JPY;Product C;Customer 16;Japan
2019-01-03;2881,76;USD;Product C;Customer 32;United States
2019-05-26;659900;JPY;Product C;Customer 73;Japan
2019-11-09;5325,57;GBP;Product C;Customer 25;United Kingdom
2019-09-30;626026,6;JPY;Product C;Customer 11;Japan
2019-08-29;25426;CNY;Product C;Customer 40;China
2019-03-21;1668,37;USD;Product C;Customer 43;United States
2019-07-09;6608,92;CAD;Product C;Customer 40;Canada
2019-04-10;7075,3;CAD;Product C;Customer 44;Canada
2019-06-11;5844,81;CAD;Product C;Customer 15;Canada
2019-01-29;12118,06;DKK;Product D;Customer 18;Denmark
2019-04-24;3365,54;CAD;Product D;Customer 40;Canada
2019-10-19;14466,81;DKK;Product D;Customer 26;Denmark
2019-01-08;988,06;GBP;Product D;Customer 6;United Kingdom
2019-05-28;1733,51;CAD;Product D;Customer 27;Canada
2019-01-14;1345,75;USD;Product D;Customer 64;United States
2019-03-20;3047,53;SGD;Product D;Customer 29;Signapore
2019-10-27;2664,86;CAD;Product D;Customer 30;Canada
2019-07-13;195317,02;JPY;Product D;Customer 31;Japan
2019-01-20;7999,5;CNY;Product D;Customer 32;China
2019-05-12;1795,59;EUR;Product D;Customer 33;Germany
2019-06-09;1569,75;USD;Product D;Customer 40;United States
2019-04-22;3741,88;SGD;Product D;Customer 35;Signapore
2019-10-14;7857,94;DKK;Product D;Customer 36;Denmark
2019-03-26;2377,63;CHF;Product D;Customer 21;Switzerland
2019-08-08;2634,28;USD;Product D;Customer 19;United States
2019-05-13;2030,78;CAD;Product D;Customer 38;Canada
2019-10-28;1445;EUR;Product D;Customer 39;Germany
2019-06-11;2996,15;CAD;Product D;Customer 40;Canada
2019-05-16;5379,54;GBP;Product D;Customer 12;United Kingdom
2019-10-04;1509,17;GBP;Product D;Customer 9;United Kingdom
2019-09-06;7110,8;USD;Product D;Customer 26;United States
2019-07-01;564127,66;JPY;Product D;Customer 24;Japan
2019-08-03;3689,19;CAD;Product D;Customer 43;Canada
2019-12-16;6747,67;EUR;Product D;Customer 40;Germany
2019-02-04;2910,35;SGD;Product D;Customer 44;Signapore
2019-09-25;2103,54;CAD;Product D;Customer 24;Canada
2019-08-15;5152,89;CHF;Product B;Customer 67;Switzerland
2019-12-09;4976,61;SGD;Product B;Customer 68;Signapore
2019-08-30;4705,18;USD;Product B;Customer 40;United States
2019-11-24;4115,31;CHF;Product B;Customer 89;Switzerland
2019-10-04;4276,74;CHF;Product B;Customer 5;Switzerland
2019-09-04;6635,68;CAD;Product B;Customer 43;Canada
2019-01-04;39750,86;CNY;Product B;Customer 7;China
2019-02-27;3923,85;CHF;Product B;Customer 69;Switzerland
2019-04-26;35459,88;DKK;Product B;Customer 10;Denmark
2019-05-25;4141,85;GBP;Product B;Customer 70;United Kingdom
2019-01-21;39693,5;DKK;Product B;Customer 49;Denmark
2019-07-01;3068,45;EUR;Product B;Customer 10;Germany
2019-01-23;3348,06;SGD;Product B;Customer 59;Signapore
2019-01-13;5290,67;CHF;Product B;Customer 72;Switzerland
2019-06-04;4300,32;USD;Product B;Customer 70;United States
2019-08-14;10739,61;CAD;Product B;Customer 17;Canada
2019-01-19;4217,95;GBP;Product B;Customer 69;United Kingdom
2019-12-07;10973,75;SGD;Product B;Customer 80;Signapore
2019-01-17;8592,96;AUD;Product B;Customer 67;Australia
2019-08-30;39227,88;DKK;Product B;Customer 11;Denmark
2019-11-27;447180,85;JPY;Product B;Customer 24;Japan
2019-09-04;1508,37;CHF;Product B;Customer 74;Switzerland
2019-02-06;4569,25;SGD;Product B;Customer 24;Signapore
2019-02-13;49021;CNY;Product B;Customer 40;China
2019-03-28;2026,91;GBP;Product B;Customer 78;United Kingdom
2019-03-10;141254,26;JPY;Product B;Customer 85;Japan
